Daily River Authority trends for Gummanur from 01-Jan-1975 to 31-Dec-1979,,,,,
,,,,,
Dates,Last 10 Year Average (Flow in cumecs),Last Year (Flow in cumecs),Current Year (Flow in cumecs),Level (m),
16-Nov-78,7.7,0,7.7,491.06,
17-Nov-78,7.3,0,7.3,491.06,
18-Nov-78,7.8,0,7.8,491.05,
19-Nov-78,7,0,7,491.04,
20-Nov-78,8.1,0,8.1,491.02,
21-Nov-78,4.1,0,4.1,491.01,
22-Nov-78,4.2,0,4.2,491.01,
23-Nov-78,4.2,0,4.2,491.01,
24-Nov-78,4.1,0,4.1,491,
25-Nov-78,7.9,0,7.9,491.03,
26-Nov-78,8.5,0,8.5,491.06,
27-Nov-78,6.1,0,6.1,491.04,
28-Nov-78,5.1,0,5.1,491.02,
29-Nov-78,5.3,0,5.3,491,
30-Nov-78,4.3,0,4.3,490.99,
01-Dec-78,4.4,0,4.4,490.98,
02-Dec-78,5.2,0,5.2,491,
03-Dec-78,4.1,0,4.1,490.99,
04-Dec-78,5.3,0,5.3,491,
05-Dec-78,5.1,0,5.1,491,
06-Dec-78,5.6,0,5.6,491,
07-Dec-78,4.9,0,4.9,491,
08-Dec-78,5.7,0,5.7,491.01,
09-Dec-78,5.9,0,5.9,491.04,
10-Dec-78,5.3,0,5.3,491.02,
11-Dec-78,5,0,5,491.01,
12-Dec-78,4.7,0,4.7,491,
13-Dec-78,4.2,0,4.2,490.98,
14-Dec-78,4.2,0,4.2,490.99,
15-Dec-78,4.6,0,4.6,490.99,
16-Dec-78,4.4,0,4.4,490.98,
17-Dec-78,3.1,0,3.1,490.95,
18-Dec-78,3.1,0,3.1,490.95,
19-Dec-78,4.4,0,4.4,490.97,
20-Dec-78,3.4,0,3.4,490.95,
21-Dec-78,3,0,3,490.93,
22-Dec-78,2,0,2,490.92,
23-Dec-78,2.9,0,2.9,490.92,
24-Dec-78,2.4,0,2.4,490.92,
25-Dec-78,1.7,0,1.7,490.91,
26-Dec-78,2.4,0,2.4,490.92,
27-Dec-78,3.1,0,3.1,490.95,
28-Dec-78,3.8,0,3.8,490.99,
29-Dec-78,4.1,0,4.1,490.99,
30-Dec-78,3.9,0,3.9,490.98,
31-Dec-78,3.8,0,3.8,490.98,123
01-Jan-79,3.3,0,3.3,490.99,
02-Jan-79,3,0,3,490.96,
03-Jan-79,3,0,3,490.95,
04-Jan-79,2.9,0,2.9,490.94,
05-Jan-79,2.4,0,2.4,490.92,
06-Jan-79,2.1,0,2.1,490.9,
07-Jan-79,1.5,0,1.5,490.9,
08-Jan-79,2,0,2,490.9,
09-Jan-79,1.9,0,1.9,490.89,
10-Jan-79,1.9,0,1.9,490.89,
11-Jan-79,1.7,0,1.7,490.88,
12-Jan-79,1.4,0,1.4,490.9,
13-Jan-79,1.7,0,1.7,490.92,
14-Jan-79,2.3,0,2.3,490.93,
15-Jan-79,1.6,0,1.6,490.9,
16-Jan-79,1.5,0,1.5,490.9,
17-Jan-79,1.4,0,1.4,490.9,
18-Jan-79,1.2,0,1.2,490.88,
19-Jan-79,1.2,0,1.2,490.9,
20-Jan-79,1.1,0,1.1,490.89,
21-Jan-79,1.2,0,1.2,490.88,
22-Jan-79,1,0,1,490.9,
23-Jan-79,1.1,0,1.1,490.9,
24-Jan-79,1.1,0,1.1,490.9,
25-Jan-79,1.2,0,1.2,490.91,
26-Jan-79,0.7,0,0.7,490.86,
27-Jan-79,0.7,0,0.7,490.86,
28-Jan-79,0.7,0,0.7,490.86,
29-Jan-79,0.7,0,0.7,490.86,
30-Jan-79,0.5,0,0.5,490.85,
31-Jan-79,0.3,0,0.3,490.82,
01-Feb-79,0.3,0,0.3,490.82,
02-Feb-79,0.3,0,0.3,490.82,
03-Feb-79,0.4,0,0.4,490.83,
04-Feb-79,0.4,0,0.4,490.83,
05-Feb-79,0.4,0,0.4,490.81,
06-Feb-79,0.3,0,0.3,490.8,
07-Feb-79,0.4,0,0.4,490.87,
08-Feb-79,0.3,0,0.3,490.85,
09-Feb-79,0.3,0,0.3,490.83,
10-Feb-79,0.3,0,0.3,490.84,
11-Feb-79,0.3,0,0.3,490.82,
12-Feb-79,0.2,0,0.2,490.85,
13-Feb-79,0.4,0,0.4,490.87,
14-Feb-79,0.3,0,0.3,490.87,
15-Feb-79,0.5,0,0.5,490.88,
16-Feb-79,1,0,1,490.92,
17-Feb-79,0.8,0,0.8,490.9,
18-Feb-79,1.3,0,1.3,490.89,
19-Feb-79,1.2,0,1.2,490.88,
20-Feb-79,2.2,0,2.2,490.93,
21-Feb-79,10.4,0,10.4,491.14,
22-Feb-79,14.8,0,14.8,491.2,
23-Feb-79,8.8,0,8.8,491.1,
24-Feb-79,8,0,8,491.08,
25-Feb-79,10.2,0,10.2,491.13,
26-Feb-79,5,0,5,491.03,
27-Feb-79,4.8,0,4.8,491.01,
28-Feb-79,3.5,0,3.5,491,
01-Mar-79,3.2,0,3.2,490.99,
02-Mar-79,2.3,0,2.3,490.95,
03-Mar-79,2.3,0,2.3,490.93,
04-Mar-79,2.2,0,2.2,490.93,
05-Mar-79,1.7,0,1.7,490.9,
06-Mar-79,1.5,0,1.5,490.89,
07-Mar-79,0.9,0,0.9,490.89,
08-Mar-79,0.8,0,0.8,490.87,
09-Mar-79,0.7,0,0.7,490.83,
10-Mar-79,0.6,0,0.6,490.82,
11-Mar-79,0.3,0,0.3,490.83,
12-Mar-79,0.6,0,0.6,490.81,
13-Mar-79,0.4,0,0.4,490.81,
14-Mar-79,0.4,0,0.4,490.8,
15-Mar-79,0.4,0,0.4,490.82,
16-Mar-79,0.4,0,0.4,490.82,
17-Mar-79,0.3,0,0.3,490.82,
18-Mar-79,0.3,0,0.3,490.81,
19-Mar-79,0.2,0,0.2,490.81,
20-Mar-79,0.2,0,0.2,490.82,
21-Mar-79,0.2,0,0.2,490.81,
22-Mar-79,0.2,0,0.2,490.82,
23-Mar-79,0.2,0,0.2,490.81,
24-Mar-79,0.3,0,0.3,490.84,
25-Mar-79,0.2,0,0.2,490.82,
26-Mar-79,0.2,0,0.2,490.83,
27-Mar-79,0.2,0,0.2,490.81,
28-Mar-79,0.2,0,0.2,490.81,
29-Mar-79,0.2,0,0.2,490.79,
30-Mar-79,0.1,0,0.1,490.8,
31-Mar-79,0.1,0,0.1,490.79,
01-Apr-79,0.1,0,0.1,490.79,
02-Apr-79,0.1,0,0.1,490.78,
03-Apr-79,0.1,0,0.1,490.77,
04-Apr-79,0.1,0,0.1,490.77,
05-Apr-79,0.1,0,0.1,490.76,
06-Apr-79,0.1,0,0.1,490.76,
07-Apr-79,0.1,0,0.1,490.76,
08-Apr-79,0.1,0,0.1,490.77,
09-Apr-79,0.1,0,0.1,490.78,
10-Apr-79,0.1,0,0.1,490.77,
11-Apr-79,0,0,0,490.76,
12-Apr-79,0,0,0,490.76,
13-Apr-79,0,0,0,490.77,
14-Apr-79,0,0,0,490.76,
15-Apr-79,0,0,0,490.77,
16-Apr-79,0,0,0,490.76,
17-Apr-79,0.2,0,0.2,490.87,
18-Apr-79,1.1,0,1.1,490.92,
19-Apr-79,0.8,0,0.8,490.86,
20-Apr-79,0.6,0,0.6,490.84,
21-Apr-79,0.4,0,0.4,490.83,
22-Apr-79,0.7,0,0.7,490.86,
23-Apr-79,0.6,0,0.6,490.85,
24-Apr-79,0.5,0,0.5,490.86,
25-Apr-79,0.4,0,0.4,490.85,
26-Apr-79,0.4,0,0.4,490.85,
27-Apr-79,0.4,0,0.4,490.85,
28-Apr-79,0.3,0,0.3,490.83,
29-Apr-79,0.4,0,0.4,490.83,
30-Apr-79,0.3,0,0.3,490.83,
01-May-79,0.4,0,0.4,490.85,
02-May-79,0.7,0,0.7,490.88,
03-May-79,1.3,0,1.3,490.91,
04-May-79,0.6,0,0.6,490.87,
05-May-79,1.2,0,1.2,490.91,
06-May-79,0.8,0,0.8,490.87,
07-May-79,0.5,0,0.5,490.85,
08-May-79,0.5,0,0.5,490.85,
09-May-79,0.5,0,0.5,490.85,
10-May-79,0.5,0,0.5,490.85,
11-May-79,0.5,0,0.5,490.85,
12-May-79,0.5,0,0.5,490.85,
13-May-79,1.2,0,1.2,490.88,
14-May-79,1.3,0,1.3,490.89,
15-May-79,0.7,0,0.7,490.86,
16-May-79,0.6,0,0.6,490.86,
17-May-79,0.5,0,0.5,490.87,
18-May-79,0.3,0,0.3,490.83,
19-May-79,0.2,0,0.2,490.82,
20-May-79,0.2,0,0.2,490.81,
21-May-79,0.2,0,0.2,490.81,
22-May-79,0.1,0,0.1,490.8,
23-May-79,0.1,0,0.1,490.79,
24-May-79,0.1,0,0.1,490.8,
25-May-79,0.1,0,0.1,490.79,
26-May-79,0.1,0,0.1,490.77,
27-May-79,0.1,0,0.1,490.78,
28-May-79,0.1,0,0.1,490.79,
29-May-79,0.1,0,0.1,490.78,
30-May-79,0.1,0,0.1,490.79,
31-May-79,5,0,5,491.01,
01-Jun-79,1.6,0,1.6,490.9,
02-Jun-79,0.9,0,0.9,490.87,
03-Jun-79,5,0,5,490.94,
04-Jun-79,2.2,0,2.2,490.94,
05-Jun-79,2.3,0,2.3,490.95,
06-Jun-79,1.5,0,1.5,490.92,
07-Jun-79,6.2,0,6.2,491.1,
08-Jun-79,6.6,0,6.6,491.06,
09-Jun-79,2.4,0,2.4,490.95,
10-Jun-79,5.5,0,5.5,490.95,
11-Jun-79,1.2,0,1.2,490.91,
12-Jun-79,1.2,0,1.2,490.9,
13-Jun-79,4.7,0,4.7,491.02,
14-Jun-79,4.7,0,4.7,491.02,
15-Jun-79,13.3,0,13.3,491.19,
16-Jun-79,8.9,0,8.9,491.13,
17-Jun-79,13,0,13,491.07,
18-Jun-79,8.5,0,8.5,490.99,
19-Jun-79,4.5,0,4.5,490.93,
20-Jun-79,4,0,4,490.9,
21-Jun-79,1.5,0,1.5,490.89,
22-Jun-79,1.4,0,1.4,490.89,
23-Jun-79,1.7,0,1.7,490.91,
24-Jun-79,4.3,0,4.3,490.91,
25-Jun-79,4.1,0,4.1,490.9,
26-Jun-79,3.5,0,3.5,490.89,
27-Jun-79,1.4,0,1.4,490.89,
28-Jun-79,1.3,0,1.3,490.89,
29-Jun-79,0.1,0,0.1,490.88,
30-Jun-79,0.7,0,0.7,490.86,
01-Jul-79,1,0,1,490.83,
02-Jul-79,0.5,0,0.5,490.83,
03-Jul-79,0.4,0,0.4,490.82,
04-Jul-79,0.4,0,0.4,490.83,
05-Jul-79,0.3,0,0.3,490.82,
06-Jul-79,0.3,0,0.3,490.82,
07-Jul-79,0.2,0,0.2,490.81,
08-Jul-79,0.1,0,0.1,490.8,
09-Jul-79,0.3,0,0.3,490.83,
10-Jul-79,0.1,0,0.1,490.79,
11-Jul-79,0.1,0,0.1,490.79,
12-Jul-79,0.1,0,0.1,490.79,
13-Jul-79,0.1,0,0.1,490.79,
14-Jul-79,0.1,0,0.1,490.78,
15-Jul-79,0.8,0,0.8,490.81,
16-Jul-79,0.1,0,0.1,490.79,
17-Jul-79,0.1,0,0.1,490.79,
18-Jul-79,0.1,0,0.1,490.8,
19-Jul-79,0,0,0,490.78,
20-Jul-79,0,0,0,490.79,
21-Jul-79,0,0,0,490.77,
22-Jul-79,0,0,0,490.79,
23-Jul-79,0.7,0,0.7,490.88,
24-Jul-79,24,0,24,491.2,
25-Jul-79,20.5,0,20.5,491.17,
26-Jul-79,24,0,24,491.2,
27-Jul-79,16,0,16,491.11,
28-Jul-79,11.5,0,11.5,491.05,
29-Jul-79,8.8,0,8.8,491,
30-Jul-79,7,0,7,490.98,
31-Jul-79,6.9,0,6.9,490.91,
01-Aug-79,6,0,6,490.95,
02-Aug-79,6.5,0,6.5,490.96,
03-Aug-79,6.8,0,6.8,490.96,
04-Aug-79,1.9,0,1.9,490.94,
05-Aug-79,4.4,0,4.4,490.92,
06-Aug-79,1.2,0,1.2,490.93,
07-Aug-79,4.5,0,4.5,490.93,
08-Aug-79,4.5,0,4.5,490.92,
09-Aug-79,4.1,0,4.1,490.9,
10-Aug-79,4,0,4,490.9,
11-Aug-79,3.4,0,3.4,490.89,
12-Aug-79,3,0,3,490.88,
13-Aug-79,0.3,0,0.3,490.87,
14-Aug-79,0.1,0,0.1,490.84,
15-Aug-79,1,0,1,490.83,
16-Aug-79,0.1,0,0.1,490.82,
17-Aug-79,0.1,0,0.1,490.81,
18-Aug-79,0,0,0,490.79,
19-Aug-79,0.7,0,0.7,490.81,
20-Aug-79,0,0,0,490.8,
21-Aug-79,0.1,0,0.1,490.79,
22-Aug-79,0.2,0,0.2,490.8,
23-Aug-79,0,0,0,490.8,
24-Aug-79,0,0,0,490.77,
25-Aug-79,0.1,0,0.1,490.79,
26-Aug-79,0.8,0,0.8,490.81,
27-Aug-79,0,0,0,490.8,
28-Aug-79,9,0,9,491.01,
29-Aug-79,6,0,6,490.95,
30-Aug-79,6.5,0,6.5,490.96,
31-Aug-79,8,0,8,490.99,
01-Sep-79,4,0,8,490.99,
02-Sep-79,2.4,0,4.8,490.93,
03-Sep-79,2.4,0,4.8,490.93,
04-Sep-79,12.5,0,25,491.21,
05-Sep-79,11,0,22,491.18,
06-Sep-79,21.5,0,43,491.4,
07-Sep-79,9,0,18,491.33,
08-Sep-79,42.5,0,85,491.75,
09-Sep-79,39.5,0,79,491.7,
10-Sep-79,38,0,76,491.68,
11-Sep-79,89.5,0,179,492.4,
12-Sep-79,26,0,52,491.46,
13-Sep-79,67,0,134,492.21,
14-Sep-79,39.5,0,79,491.7,
15-Sep-79,46.5,0,93,491.81,
16-Sep-79,33.5,0,67,491.6,
17-Sep-79,35,0,70,491.63,
18-Sep-79,33.75,0,67.5,491.61,
19-Sep-79,47.5,0,95,491.83,
20-Sep-79,60.75,2.5,119,492,
21-Sep-79,32.25,11.1,53.4,491.55,
22-Sep-79,47.5,13,82,491.73,
23-Sep-79,50.65,13,88.3,491.83,
24-Sep-79,39.6,15.5,63.7,491.56,
25-Sep-79,28.65,8.7,48.6,491.43,
26-Sep-79,26,15,37,491.35,
27-Sep-79,78.65,123,34.3,491.29,
28-Sep-79,50.6,72,29.2,491.26,
29-Sep-79,15.85,5.5,26.2,491.24,
30-Sep-79,30.25,36.9,23.6,491.19,
01-Oct-79,37.6,55,20.2,491.13,
02-Oct-79,31.2,49.9,12.5,491.06,
03-Oct-79,22.1,28,16.2,491.11,
04-Oct-79,19.85,24.5,15.2,491.1,
05-Oct-79,28,12.1,43.9,491.46,
06-Oct-79,31.95,9.9,54,491.53,
07-Oct-79,39.15,9.3,69,491.62,
08-Oct-79,52.4,6,98.8,491.97,
09-Oct-79,41.3,5,77.6,491.67,
10-Oct-79,58.35,18.7,98,491.85,
11-Oct-79,64.5,18,111,491.95,
12-Oct-79,44.7,18,71.4,491.63,
13-Oct-79,36.3,29.6,43,491.4,
14-Oct-79,30.7,34.4,27,491.24,
15-Oct-79,24.8,15,34.6,491.27,
16-Oct-79,17.95,11.5,24.4,491.16,
17-Oct-79,11,6.5,15.5,491.06,
18-Oct-79,28.4,48,8.8,490.95,
19-Oct-79,21.15,32.1,10.2,491,
20-Oct-79,14.2,21,7.4,490.98,
21-Oct-79,14.6,22.3,6.9,490.96,
22-Oct-79,10.9,14.5,7.3,490.96,
23-Oct-79,9.3,12.6,6,490.96,
24-Oct-79,8.55,9.1,8,490.98,
25-Oct-79,8.7,10.4,7,490.96,
26-Oct-79,8.35,10.1,6.6,490.97,
27-Oct-79,14.85,23.4,6.3,490.96,
28-Oct-79,13.05,17.1,9,491.04,
29-Oct-79,8.4,9,7.8,490.99,
30-Oct-79,7.3,6.5,8.1,490.98,
31-Oct-79,8.3,10.9,5.7,490.96,
01-Nov-79,8.35,11.2,5.5,490.96,
02-Nov-79,6.25,7.2,5.3,490.96,
03-Nov-79,6.5,7,6,490.97,
04-Nov-79,9,9.2,8.8,491,
05-Nov-79,13.6,19,8.2,491,
06-Nov-79,25.55,41.8,9.3,491.01,
07-Nov-79,38.35,66,10.7,491.05,
08-Nov-79,24.75,40.8,8.7,491.02,
09-Nov-79,19.05,31.5,6.6,490.99,
10-Nov-79,13.1,20.3,5.9,490.98,
11-Nov-79,11.5,16.4,6.6,491,
12-Nov-79,8.8,11.5,6.1,491,
13-Nov-79,8.65,9.2,8.1,491.02,
14-Nov-79,13.35,9.9,16.8,491.15,
15-Nov-79,11,8.5,13.5,491.12,
16-Nov-79,10,7.7,12.3,491.12,
17-Nov-79,9.6,7.3,11.9,491.11,
18-Nov-79,11.1,7.8,14.4,491.14,
19-Nov-79,89,7,171,492.35,
20-Nov-79,43.3,8.1,78.5,491.73,
21-Nov-79,42.15,4.1,80.2,491.78,
22-Nov-79,33.9,4.2,63.6,491.65,
23-Nov-79,29.3,4.2,54.4,491.56,
24-Nov-79,30.3,4.1,56.5,491.55,
25-Nov-79,25.45,7.9,43,491.4,
26-Nov-79,25.85,8.5,43.2,491.41,
27-Nov-79,31.6,6.1,57.1,491.54,
28-Nov-79,33.3,5.1,61.5,491.59,
29-Nov-79,23.95,5.3,42.6,491.43,
30-Nov-79,17.5,4.3,30.7,491.3,
01-Dec-79,15.9,4.4,27.4,491.26,
02-Dec-79,14.85,5.2,24.5,491.2,
03-Dec-79,13.15,4.1,22.2,491.21,
04-Dec-79,12.7,5.3,20.1,491.16,
05-Dec-79,11.65,5.1,18.2,491.15,
06-Dec-79,12,5.6,18.4,491.15,
07-Dec-79,10.9,4.9,16.9,491.13,
08-Dec-79,10.1,5.7,14.5,491.11,
09-Dec-79,9.1,5.9,12.3,491.08,
10-Dec-79,8.95,5.3,12.6,491.07,
11-Dec-79,7.35,5,9.7,491.05,
12-Dec-79,7,4.7,9.3,491.06,
13-Dec-79,7.15,4.2,10.1,491.08,
14-Dec-79,7,4.2,9.8,491.08,
15-Dec-79,6.8,4.6,9,491.06,
16-Dec-79,7.05,4.4,9.7,491.05,
17-Dec-79,5.95,3.1,8.8,491.04,
18-Dec-79,5.5,3.1,7.9,491.02,
19-Dec-79,6.05,4.4,7.7,491.01,
20-Dec-79,5.2,3.4,7,491,
21-Dec-79,4.9,3,6.8,491,
22-Dec-79,3.5,2,5,490.98,
23-Dec-79,3.85,2.9,4.8,490.98,
24-Dec-79,3.45,2.4,4.5,490.97,
25-Dec-79,3.6,1.7,5.5,490.99,
26-Dec-79,3.6,2.4,4.8,490.96,
27-Dec-79,3.75,3.1,4.4,490.95,
28-Dec-79,4.2,3.8,4.6,490.96,
29-Dec-79,4.05,4.1,4,490.95,
30-Dec-79,4.1,3.9,4.3,490.96,
31-Dec-79,3.85,3.8,3.9,490.95,179
