Daily River Authority trends for Gummanur from 01-Jan-1980 to 31-Dec-1985,,,,,
,,,,,
Dates,Last 10 Year Average (Flow in cumecs),Last Year (Flow in cumecs),Current Year (Flow in cumecs),Level (m),
14-Jul-81,0.066666667,0.1,0,490.77,
15-Jul-81,0.3,0.1,0,490.78,
16-Jul-81,0.066666667,0.1,0,490.77,
17-Jul-81,0.066666667,0.1,0,490.76,
18-Jul-81,0.066666667,0.1,0,490.79,
19-Jul-81,0.033333333,0.1,0,490.77,
20-Jul-81,0.033333333,0.1,0,490.76,
21-Jul-81,0.033333333,0.1,0,490.76,
22-Jul-81,0.266666667,0.1,0.7,490.88,
23-Jul-81,1.466666667,3.5,0.2,490.81,
24-Jul-81,8.9,2.7,0,490.8,
25-Jul-81,7.7,2.6,0,490.79,
26-Jul-81,8.766666667,2.3,0,490.79,
27-Jul-81,6,2,0,490.79,
28-Jul-81,4.366666667,1.4,0.2,490.81,
29-Jul-81,3.5,1.6,0.1,490.81,
30-Jul-81,2.766666667,1.3,0,490.8,
31-Jul-81,2.833333333,1.6,0,490.8,
01-Aug-81,2.466666667,1.4,0,490.79,
02-Aug-81,2.666666667,1.5,0,490.8,
03-Aug-81,2.866666667,1.8,0,490.81,
04-Aug-81,1.1,1.4,0,490.8,
05-Aug-81,2,1.6,0,490.8,
06-Aug-81,1.1,2.1,0,490.8,
07-Aug-81,1.8,0.9,0,490.79,
08-Aug-81,1.9,0.7,0.5,490.88,
09-Aug-81,1.7,0.8,0.2,490.83,
10-Aug-81,1.633333333,0.8,0.1,490.83,
11-Aug-81,1.366666667,0.6,0.1,490.81,
12-Aug-81,1.133333333,0.3,0.1,490.82,
13-Aug-81,0.233333333,0.2,0.2,490.85,
14-Aug-81,0.8,2.1,0.2,490.85,
15-Aug-81,0.9,1.5,0.2,490.83,
16-Aug-81,0.433333333,1.1,0.1,490.82,
17-Aug-81,0.533333333,1.4,0.1,490.83,
18-Aug-81,0.2,0.6,0,490.81,
19-Aug-81,0.433333333,0.6,0,490.8,
20-Aug-81,0.2,0.6,0,490.82,
21-Aug-81,0.433333333,1.2,0,490.81,
22-Aug-81,0.633333333,1.7,0,490.8,
23-Aug-81,0.6,1.8,0,490.81,
24-Aug-81,0.5,1.5,0,490.81,
25-Aug-81,0.233333333,0.6,0,490.8,
26-Aug-81,14.5,0.7,42,491.34,
27-Aug-81,36.1,0.3,108,491.75,
28-Aug-81,13.06666667,0.2,30,491.28,
29-Aug-81,16.36666667,0.1,43,491.36,
30-Aug-81,7.4,0.7,15,491.06,
31-Aug-81,4.733333333,0.4,5.8,491.06,
01-Sep-81,3.1,0.1,4.3,491,
02-Sep-81,2.025,0.1,3.2,490.95,
03-Sep-81,1.775,0.1,2.2,490.94,
04-Sep-81,8.725,0.2,9.7,491.12,
05-Sep-81,55.55,0.2,200,492.15,
06-Sep-81,35.85,0.4,100,491.7,
07-Sep-81,15.4,0.3,43.3,491.36,
08-Sep-81,48.775,0.1,110,491.76,
09-Sep-81,29.3,0.6,37.6,491.35,
10-Sep-81,23.05,0.2,16,491.13,
11-Sep-81,333.525,0.1,1155,495,
12-Sep-81,103.075,0.3,360,492.7,
13-Sep-81,84.4,0.6,203,492.16,
14-Sep-81,40.575,0.3,83,491.62,
15-Sep-81,32,0,35,491.32,
16-Sep-81,42.275,0.1,102,491.72,
17-Sep-81,31.3,0.1,55.1,491.4,
18-Sep-81,34.9,0.1,72,491.51,
19-Sep-81,35.525,0.1,47,491.33,
20-Sep-81,40.025,0.1,38.5,491.25,
21-Sep-81,22.8,0.1,26.6,491.18,
22-Sep-81,35.6,18.5,28.9,491.18,
23-Sep-81,35.375,17,23.2,491.13,
24-Sep-81,29.05,11.8,25.2,491.15,
25-Sep-81,21.475,7,21.6,491.12,
26-Sep-81,18.075,3.9,16.4,491.07,
27-Sep-81,44.275,6,13.8,491.01,
28-Sep-81,28.75,5.1,8.7,490.98,
29-Sep-81,11.05,4.7,7.8,490.95,
30-Sep-81,18.5,6,7.5,490.93,
01-Oct-81,28.425,19.6,18.9,491.1,
02-Oct-81,31.625,24.2,39.9,491.34,
03-Oct-81,31.425,31.6,49.9,491.35,
04-Oct-81,23.575,21.5,33.1,491.19,
05-Oct-81,32.6,16.5,57.9,491.43,
06-Oct-81,55.425,15,142.8,491.9,
07-Oct-81,79.525,9.8,230,492.26,
08-Oct-81,62.225,7.4,136.7,491.86,
09-Oct-81,62.075,4.6,161.1,491.95,
10-Oct-81,117.35,4.7,348,491.65,
11-Oct-81,53.35,13.4,71,491.56,
12-Oct-81,34.525,11.2,37.5,491.33,
13-Oct-81,28.125,5.3,34.6,491.25,
14-Oct-81,21.7,2.8,22.6,491.16,
15-Oct-81,17.85,2.2,19.6,491.11,
16-Oct-81,13.25,2,15.1,491.04,
17-Oct-81,8.825,2.7,10.6,490.98,
18-Oct-81,15.925,1.9,5,490.94,
19-Oct-81,12.925,1.1,8.3,490.93,
20-Oct-81,9.325,2.7,6.2,490.92,
21-Oct-81,8.725,0.5,5.2,490.93,
22-Oct-81,7,0.9,5.3,490.92,
23-Oct-81,9.275,13.7,4.8,490.91,
24-Oct-81,12.85,14.2,20.1,491.15,
25-Oct-81,11.975,11.5,19,491.11,
26-Oct-81,11,9.3,18,491.1,
27-Oct-81,13.85,6.1,19.6,491.14,
28-Oct-81,17.275,6,37,491.33,
29-Oct-81,13.45,5,32,491.31,
30-Oct-81,19.9,4,61,491.5,
31-Oct-81,16.475,3.3,46,491.39,
01-Nov-81,67.075,1.6,250,492.33,
02-Nov-81,63.6,1.9,240,492.25,
03-Nov-81,34.3,1.2,123,491.79,
04-Nov-81,31.775,1.1,108,491.75,
05-Nov-81,35.825,0.7,115.4,491.74,
06-Nov-81,34.7,0.7,87,491.64,
07-Nov-81,32.075,0.5,51.1,491.49,
08-Nov-81,31.25,0.5,75,491.58,
09-Nov-81,23.35,0.4,54.9,491.53,
10-Nov-81,16.975,0.3,41.4,491.37,
11-Nov-81,13.875,0.4,32.1,491.31,
12-Nov-81,11.75,0.9,28.5,491.24,
13-Nov-81,10.5,6.1,18.6,491.16,
14-Nov-81,12.8,9,15.5,491.12,
15-Nov-81,12.4,9.6,18,491.09,
16-Nov-81,9.95,8.8,11,491.06,
17-Nov-81,9.475,8.5,10.2,491.06,
18-Nov-81,10.55,9,11,491.05,
19-Nov-81,50.5,14,10,491.03,
20-Nov-81,26.35,9,9.8,491,
21-Nov-81,24.825,6.7,8.3,491,
22-Nov-81,21.175,6.9,10,490.99,
23-Nov-81,18.025,5.7,7.8,490.98,
24-Nov-81,18.55,5.8,7.8,490.98,
25-Nov-81,15.65,4.8,6.9,490.95,
26-Nov-81,15.15,4.2,4.7,490.94,
27-Nov-81,18.175,4.7,4.8,490.94,
28-Nov-81,18.5,3,4.4,490.94,
29-Nov-81,13.55,2.3,4,490.92,
30-Nov-81,10.425,2.4,4.3,490.95,
01-Dec-81,19.2,1.7,43.3,491.49,
02-Dec-81,12.8,1.7,19.8,491.19,
03-Dec-81,10.4,1.4,13.9,491.12,
04-Dec-81,9.975,1.4,13.1,491.1,
05-Dec-81,8.65,2.4,8.9,491.05,
06-Dec-81,8.5,2.2,7.8,491.02,
07-Dec-81,7.475,1.6,6.5,491,
08-Dec-81,7.05,2.4,5.6,490.99,
09-Dec-81,6.225,2.2,4.5,490.97,
10-Dec-81,5.925,1.5,4.3,490.95,
11-Dec-81,5.1,1.6,4.1,490.95,
12-Dec-81,5.175,1.5,5.2,490.93,
13-Dec-81,5.275,1.6,5.2,490.93,
14-Dec-81,4.6,1.4,3,490.94,
15-Dec-81,4.4,1.5,2.5,490.93,
16-Dec-81,4.7,1.2,3.5,490.95,
17-Dec-81,4.125,1.2,3.4,490.94,
18-Dec-81,3.725,1.2,2.7,490.94,
19-Dec-81,3.975,1.3,2.5,490.93,
20-Dec-81,3.425,1.1,2.2,490.93,
21-Dec-81,3.25,1,2.2,490.93,
22-Dec-81,2.65,0.9,2.7,490.94,
23-Dec-81,2.8,1,2.5,490.93,
24-Dec-81,2.65,1,2.7,490.93,
25-Dec-81,2.55,0.9,2.1,490.92,
26-Dec-81,2.575,1,2.1,490.92,
27-Dec-81,2.6,1,1.9,490.92,
28-Dec-81,2.875,1,2.1,490.92,
29-Dec-81,2.825,0.8,2.4,490.92,
30-Dec-81,2.775,0.7,2.2,490.92,
31-Dec-81,2.575,0.5,2.1,490.91,1155
01-Jan-82,2.425,0.7,1.9,490.91,
02-Jan-82,2.25,0.3,2.2,490.91,
03-Jan-82,2.05,0.3,1.8,490.91,
04-Jan-82,2.175,0.3,2,490.91,
05-Jan-82,2.075,0.3,1.7,490.91,
06-Jan-82,2.025,0.2,1.9,490.9,
07-Jan-82,2.025,0.2,1.7,490.9,
08-Jan-82,1.775,0.2,1.5,490.9,
09-Jan-82,1.775,0.2,1.6,490.9,
10-Jan-82,1.675,0.2,1.4,490.9,
11-Jan-82,1.625,0.2,1.4,490.89,
12-Jan-82,1.6,0.2,1.8,490.89,
13-Jan-82,1.525,0.2,2,490.9,
14-Jan-82,1.525,0.2,1.3,490.89,
15-Jan-82,1.4,0.2,1.5,490.89,
16-Jan-82,1.375,0.2,1.6,490.89,
17-Jan-82,1.275,0.3,1.3,490.89,
18-Jan-82,1.275,0.3,1.4,490.88,
19-Jan-82,1.075,0.3,1.1,490.88,
20-Jan-82,1.1,0.2,1.1,490.88,
21-Jan-82,1.075,0.2,1,490.88,
22-Jan-82,1.1,0.2,1,490.88,
23-Jan-82,1.05,0.2,1.1,490.89,
24-Jan-82,1.225,0.1,1.4,490.9,
25-Jan-82,1,0.1,1.1,490.89,
26-Jan-82,0.825,0.1,1.3,490.89,
27-Jan-82,0.85,0.2,1.3,490.91,
28-Jan-82,0.875,0.2,1.4,490.91,
29-Jan-82,0.85,0.2,1.2,490.91,
30-Jan-82,0.75,0.1,1.3,490.9,
31-Jan-82,0.7,0.1,1.3,490.89,
01-Feb-82,0.55,0.1,0.8,490.88,
02-Feb-82,0.525,0.1,0.7,490.87,
03-Feb-82,0.5,0.1,0.7,490.87,
04-Feb-82,0.575,0.1,0.8,490.88,
05-Feb-82,0.525,0.1,0.6,490.87,
06-Feb-82,0.55,0.1,0.7,490.87,
07-Feb-82,0.525,0.1,0.6,490.87,
08-Feb-82,0.475,0.1,0.7,490.87,
09-Feb-82,0.5,0.1,0.7,490.88,
10-Feb-82,0.55,0.1,0.8,490.89,
11-Feb-82,0.45,0.1,0.7,490.89,
12-Feb-82,0.45,0.1,0.7,490.89,
13-Feb-82,0.475,0.1,0.7,490.88,
14-Feb-82,0.45,0.1,0.8,490.88,
15-Feb-82,0.525,0.1,0.7,490.88,
16-Feb-82,0.575,0.1,0.5,490.87,
17-Feb-82,0.825,0.1,0.5,490.87,
18-Feb-82,0.725,0.1,0.5,490.88,
19-Feb-82,0.6,0,0.5,490.87,
20-Feb-82,0.925,0,0.5,490.87,
21-Feb-82,3.05,0.1,0.7,490.87,
22-Feb-82,4.1,0.1,0.5,490.87,
23-Feb-82,2.5,0,0.5,490.87,
24-Feb-82,2.35,0,0.4,490.87,
25-Feb-82,2.775,0,0.4,490.87,
26-Feb-82,1.475,0,0.4,490.87,
27-Feb-82,1.4,0,0.4,490.86,
28-Feb-82,1.125,0,0.6,490.86,
01-Mar-82,0.95,0,0.3,490.86,
02-Mar-82,0.7,0,0.2,490.86,
03-Mar-82,1.05,0,0.3,490.88,
04-Mar-82,0.95,0,0.2,490.87,
05-Mar-82,0.75,0,0.2,490.88,
06-Mar-82,0.675,0,0.3,490.88,
07-Mar-82,0.6,0,0.7,490.87,
08-Mar-82,0.475,0,0.3,490.87,
09-Mar-82,0.5,0,0.3,490.85,
10-Mar-82,0.35,0,0.3,490.85,
11-Mar-82,0.225,0,0.2,490.85,
12-Mar-82,0.425,0,0.3,490.85,
13-Mar-82,0.475,0.3,0.5,490.86,
14-Mar-82,0.6,0.1,0.6,490.86,
15-Mar-82,0.375,0,0.5,490.85,
16-Mar-82,0.35,0,0.4,490.85,
17-Mar-82,0.25,0,0.2,490.85,
18-Mar-82,0.225,0,0.2,490.85,
19-Mar-82,0.175,0,0.2,490.86,
20-Mar-82,0.15,0,0.2,490.86,
21-Mar-82,0.15,0,0.3,490.83,
22-Mar-82,0.15,0,0.2,490.85,
23-Mar-82,0.1,0,0.1,490.84,
24-Mar-82,0.125,0,0.1,490.83,
25-Mar-82,0.1,0,0.1,490.85,
26-Mar-82,0.4,0,1.3,490.9,
27-Mar-82,0.25,0,0.7,490.88,
28-Mar-82,0.25,0,0.7,490.87,
29-Mar-82,0.25,0,0.6,490.87,
30-Mar-82,0.1,0,0.2,490.85,
31-Mar-82,0.125,0,0.3,490.83,
01-Apr-82,0.075,0,0.1,490.81,
02-Apr-82,0.25,0,0.1,490.82,
03-Apr-82,0.1,0,0.1,490.81,
04-Apr-82,0.275,0,0.5,490.85,
05-Apr-82,0.1,0,0.1,490.83,
06-Apr-82,0.45,0,0.4,490.85,
07-Apr-82,0.25,0,0.1,490.85,
08-Apr-82,0.25,0,0.3,490.84,
09-Apr-82,0.3,0,0.4,490.85,
10-Apr-82,0.175,0,0.2,490.82,
11-Apr-82,0.15,0,0.2,490.83,
12-Apr-82,0.125,0,0.1,490.81,
13-Apr-82,0.075,0,0.1,490.82,
14-Apr-82,0.15,0,0.3,490.83,
15-Apr-82,0.075,0,0.1,490.79,
16-Apr-82,0.05,0,0,490.79,
17-Apr-82,0.225,0,0.5,490.85,
18-Apr-82,0.425,0.3,0.1,490.81,
19-Apr-82,0.3,0.1,0.1,490.82,
20-Apr-82,0.525,1.2,0.1,490.8,
21-Apr-82,0.225,0.2,0.2,490.82,
22-Apr-82,0.4,0.1,0.4,490.83,
23-Apr-82,0.325,0.2,0.3,490.82,
24-Apr-82,0.2,0,0.2,490.79,
25-Apr-82,0.2,0.2,0.1,490.8,
26-Apr-82,0.175,0,0.1,490.79,
27-Apr-82,0.175,0,0.1,490.8,
28-Apr-82,0.175,0,0,490.79,
29-Apr-82,0.175,0,0,490.79,
30-Apr-82,0.125,0,0,490.79,
01-May-82,0.125,0,0,490.79,
02-May-82,1.275,0,4,490.96,
03-May-82,5.225,0,19.2,491.17,
04-May-82,1.85,0,6.5,491,
05-May-82,0.775,0,1.6,490.9,
06-May-82,5.1,0,19.2,491.17,
07-May-82,2.175,3.3,4,490.96,
08-May-82,1.1,0.5,3,490.94,
09-May-82,0.975,1.1,2,490.92,
10-May-82,2.8,0.2,10,491.05,
11-May-82,1.45,0.7,3,490.95,
12-May-82,1.725,0.6,1.9,490.93,
13-May-82,2.075,0.2,1.6,490.91,
14-May-82,1.45,0.2,2.7,490.95,
15-May-82,1.175,0.1,2.7,490.96,
16-May-82,5.125,0.2,17.7,491.15,
17-May-82,2.125,0,6.1,491,
18-May-82,1.325,0,2.9,490.96,
19-May-82,1.275,0,3.2,490.94,
20-May-82,1.075,0,2.7,490.94,
21-May-82,0.875,0,1.9,490.93,
22-May-82,0.675,0,1.5,490.92,
23-May-82,0.625,0,1.7,490.91,
24-May-82,0.525,0,1.5,490.91,
25-May-82,0.35,0,1.1,490.89,
26-May-82,0.125,0,0.2,490.83,
27-May-82,0.1,0,0.2,490.83,
28-May-82,0.1,0,0.2,490.84,
29-May-82,5.925,2.1,2.1,490.92,
30-May-82,1.3,1.2,1.9,490.92,
31-May-82,3.375,2.1,3,490.94,
01-Jun-82,3.225,0.5,1,491.31,
02-Jun-82,1.625,0.3,0.7,491.29,
03-Jun-82,4.05,0.2,8.5,491.54,
04-Jun-82,1.65,0.2,2.2,491.36,
05-Jun-82,1.5,0.2,1.8,491.33,
06-Jun-82,1.25,0.2,0.9,491.3,
07-Jun-82,2.625,0.1,1.7,491.33,
08-Jun-82,2.8,0.1,2,491.35,
09-Jun-82,5.225,1.2,15.4,491.64,
10-Jun-82,4.075,0.2,9.1,491.56,
11-Jun-82,2.625,0.1,8,491.52,
12-Jun-82,1.9,0.1,4.9,491.45,
13-Jun-82,2.425,0.1,3.3,491.4,
14-Jun-82,1.975,0,2.1,491.36,
15-Jun-82,3.85,0,1.4,491.32,
16-Jun-82,2.775,0,1.1,491.31,
17-Jun-82,3.475,0,0.9,491.3,
18-Jun-82,2.675,0,1.3,491.32,
19-Jun-82,1.725,0,1.5,491.33,
20-Jun-82,1.55,0,1.4,491.32,
21-Jun-82,1.05,0,1.9,491.35,
22-Jun-82,1,0,1.7,491.34,
23-Jun-82,1,0,1.5,491.33,
24-Jun-82,1.675,0,1.5,491.33,
25-Jun-82,1.525,0,1.2,491.31,
26-Jun-82,1.35,0,1.1,491.31,
27-Jun-82,0.825,0,1.1,491.31,
28-Jun-82,0.7,0,1.1,491.3,
29-Jun-82,0.35,0,0.6,491.28,
30-Jun-82,0.375,0,0.4,491.26,
01-Jul-82,0.375,0,0.3,491.2,
02-Jul-82,0.25,0,0.2,491.23,
03-Jul-82,0.2,0,0.2,491.23,
04-Jul-82,0.225,0,0.3,491.25,
05-Jul-82,0.125,0,0,491.26,
06-Jul-82,0.125,0,0,491.27,
07-Jul-82,0.075,0,0,491.28,
08-Jul-82,0.05,0,0,491.27,
09-Jul-82,0.1,0,0,491.26,
10-Jul-82,0.05,0,0,491.25,
11-Jul-82,0.05,0,0,491.25,
12-Jul-82,0.05,0,0,491.24,
13-Jul-82,0.05,0,0,491.24,
14-Jul-82,0.05,0,0,491.24,
15-Jul-82,0.225,0,0,491.21,
16-Jul-82,0.05,0,0,491.24,
17-Jul-82,0.05,0,0,491.24,
18-Jul-82,0.05,0,0,491.24,
19-Jul-82,0.025,0,0,491.25,
20-Jul-82,0.025,0,0,491.25,
21-Jul-82,0.025,0,0,491.25,
22-Jul-82,0.2,0.7,0,491.26,
23-Jul-82,1.1,0.2,0,491.27,
24-Jul-82,6.675,0,0,491.26,
25-Jul-82,5.775,0,0,491.28,
26-Jul-82,6.575,0,0,491.25,
27-Jul-82,4.5,0,0,491.29,
28-Jul-82,3.275,0.2,0,491.28,
29-Jul-82,2.625,0.1,0,491.28,
30-Jul-82,2.075,0,0,491.28,
31-Jul-82,2.125,0,0,491.26,
01-Aug-82,1.85,0,0,491.25,
02-Aug-82,2,0,0,491.26,
03-Aug-82,2.15,0,0,491.3,
04-Aug-82,0.825,0,0,491.3,
05-Aug-82,1.5,0,0,491.27,
06-Aug-82,0.825,0,0,491.31,
07-Aug-82,1.75,0,1.6,491.33,
08-Aug-82,1.675,0.5,1,491.3,
09-Aug-82,1.275,0.2,0,491.29,
10-Aug-82,1.55,0.1,1.3,491.32,
11-Aug-82,1.025,0.1,0,491.27,
12-Aug-82,0.85,0.1,0,491.29,
13-Aug-82,0.175,0.2,0,491.28,
14-Aug-82,0.6,0.2,0,491.29,
15-Aug-82,0.675,0.2,0,491.27,
16-Aug-82,0.325,0.1,0,491.25,
17-Aug-82,0.65,0.1,1,491.31,
18-Aug-82,0.425,0,1.1,491.31,
19-Aug-82,0.575,0,1,491.31,
20-Aug-82,0.15,0,0,491.28,
21-Aug-82,0.325,0,0,491.29,
22-Aug-82,0.475,0,0,491.25,
23-Aug-82,0.45,0,0,491.26,
24-Aug-82,0.375,0,0,491.26,
25-Aug-82,0.175,0,0,491.25,
26-Aug-82,10.875,42,0,491.25,
27-Aug-82,27.075,108,0,491.25,
28-Aug-82,9.8,30,0,491.25,
29-Aug-82,12.275,43,0,491.24,
30-Aug-82,5.55,15,0,491.24,
31-Aug-82,3.55,5.8,0,491.24,
01-Sep-82,2.48,4.3,0,491.24,
02-Sep-82,1.62,3.2,0,491.25,
03-Sep-82,1.42,2.2,0,491.25,
04-Sep-82,6.98,9.7,0,491.25,
05-Sep-82,44.44,200,0,491.25,
06-Sep-82,28.68,100,0,491.25,
07-Sep-82,12.32,43.3,0,491.25,
08-Sep-82,39.02,110,0,491.24,
09-Sep-82,23.44,37.6,0,491.24,
10-Sep-82,18.44,16,0,491.25,
11-Sep-82,266.82,1155,0,491.25,
12-Sep-82,82.46,360,0,491.23,
13-Sep-82,67.52,203,0,491.23,
14-Sep-82,33.18,83,3.6,491.42,
15-Sep-82,25.84,35,1.2,491.31,
16-Sep-82,34.04,102,1.1,491.31,
17-Sep-82,28.12,55.1,15.4,491.63,
18-Sep-82,31.8,72,19.4,491.69,
19-Sep-82,74.82,47,232,492.69,
20-Sep-82,37.58,38.5,27.8,491.71,
21-Sep-82,20.44,26.6,11,491.57,
22-Sep-82,30.02,28.9,7.7,491.51,
23-Sep-82,29.1,23.2,4,491.43,
24-Sep-82,24.88,25.2,8.2,491.52,
25-Sep-82,21.76,21.6,22.9,491.73,
26-Sep-82,17.82,16.4,16.8,491.64,
27-Sep-82,37.62,13.8,11,491.57,
28-Sep-82,24.42,8.7,7.1,491.5,
29-Sep-82,9.82,7.8,4.9,491.46,
30-Sep-82,15.74,7.5,4.7,491.44,
01-Oct-82,23.58,18.9,4.2,491.44,
02-Oct-82,26.1,39.9,4,491.43,
03-Oct-82,25.62,49.9,2.4,491.37,
04-Oct-82,19.22,33.1,1.8,491.35,
05-Oct-82,26.36,57.9,1.4,491.32,
06-Oct-82,44.54,142.8,1,491.3,
07-Oct-82,63.8,230,0.9,491.3,
08-Oct-82,50.46,136.7,3.4,491.41,
09-Oct-82,49.9,161.1,1.2,491.32,
10-Oct-82,94.08,348,1,491.31,
11-Oct-82,42.82,71,0.7,491.29,
12-Oct-82,27.74,37.5,0.6,491.27,
13-Oct-82,22.6,34.6,0.5,491.26,
14-Oct-82,17.46,22.6,0.5,491.26,
15-Oct-82,14.36,19.6,0.4,491.25,
16-Oct-82,10.64,15.1,0.2,491.23,
17-Oct-82,7.08,10.6,0.1,491.22,
18-Oct-82,15.22,5,12.4,491.58,
19-Oct-82,10.94,8.3,3,491.38,
20-Oct-82,7.78,6.2,1.6,491.33,
21-Oct-82,7.12,5.2,0.7,491.27,
22-Oct-82,5.72,5.3,0.6,491.28,
23-Oct-82,7.52,4.8,0.5,491.27,
24-Oct-82,11.26,20.1,4.9,491.45,
25-Oct-82,11.14,19,7.8,491.5,
26-Oct-82,9.54,18,3.7,491.42,
27-Oct-82,11.66,19.6,2.9,491.38,
28-Oct-82,14.66,37,4.2,491.43,
29-Oct-82,11.54,32,3.9,491.42,
30-Oct-82,16.48,61,2.8,491.39,
31-Oct-82,13.72,46,2.7,491.38,
01-Nov-82,54.22,250,2.8,491.38,
02-Nov-82,51.32,240,2.2,491.37,
03-Nov-82,28.12,123,3.4,491.4,
04-Nov-82,26.1,108,3.4,491.41,
05-Nov-82,29.8,115.4,5.7,491.47,
06-Nov-82,33.26,87,27.5,491.72,
07-Nov-82,27.42,51.1,8.8,491.54,
08-Nov-82,26.16,75,5.8,491.46,
09-Nov-82,19.52,54.9,4.2,491.44,
10-Nov-82,15.16,41.4,7.9,491.51,
11-Nov-82,12.28,32.1,5.9,491.46,
12-Nov-82,10.66,28.5,6.3,491.47,
13-Nov-82,9.66,18.6,6.3,491.47,
14-Nov-82,11.18,15.5,4.7,491.44,
15-Nov-82,10.8,18,4.4,491.44,
16-Nov-82,8.76,11,4,491.43,
17-Nov-82,8.32,10.2,3.7,491.42,
18-Nov-82,9.08,11,3.2,491.41,
19-Nov-82,41,10,3,491.39,
20-Nov-82,21.68,9.8,3,491.39,
21-Nov-82,20.42,8.3,2.8,491.38,
22-Nov-82,17.48,10,2.7,491.38,
23-Nov-82,14.88,7.8,2.3,491.37,
24-Nov-82,15.3,7.8,2.3,491.37,
25-Nov-82,12.96,6.9,2.2,491.36,
26-Nov-82,12.54,4.7,2.1,491.36,
27-Nov-82,14.92,4.8,1.9,491.35,
28-Nov-82,15.16,4.4,1.8,491.35,
29-Nov-82,11.18,4,1.7,491.34,
30-Nov-82,8.7,4.3,1.8,491.35,
01-Dec-82,15.52,43.3,0.8,491.33,
02-Dec-82,10.4,19.8,0.8,491.33,
03-Dec-82,8.48,13.9,0.8,491.33,
04-Dec-82,8.1,13.1,0.6,491.33,
05-Dec-82,7.06,8.9,0.7,491.34,
06-Dec-82,6.96,7.8,0.8,491.35,
07-Dec-82,6.14,6.5,0.8,491.33,
08-Dec-82,5.78,5.6,0.7,491.33,
09-Dec-82,5.12,4.5,0.7,491.34,
10-Dec-82,4.88,4.3,0.7,491.33,
11-Dec-82,4.18,4.1,0.5,491.32,
12-Dec-82,4.24,5.2,0.5,491.32,
13-Dec-82,4.32,5.2,0.5,491.32,
14-Dec-82,3.78,3,0.5,491.32,
15-Dec-82,3.62,2.5,0.5,491.31,
16-Dec-82,3.86,3.5,0.5,491.31,
17-Dec-82,3.38,3.4,0.4,491.32,
18-Dec-82,3.08,2.7,0.5,491.33,
19-Dec-82,3.3,2.5,0.6,491.33,
20-Dec-82,2.82,2.2,0.4,491.32,
21-Dec-82,2.68,2.2,0.4,491.32,
22-Dec-82,2.22,2.7,0.5,491.32,
23-Dec-82,2.34,2.5,0.5,491.32,
24-Dec-82,2.2,2.7,0.4,491.31,
25-Dec-82,2.12,2.1,0.4,491.31,
26-Dec-82,2.14,2.1,0.4,491.31,
27-Dec-82,2.14,1.9,0.3,491.31,
28-Dec-82,2.36,2.1,0.3,491.31,
29-Dec-82,2.32,2.4,0.3,491.31,
30-Dec-82,2.28,2.2,0.3,491.31,
31-Dec-82,2.12,2.1,0.3,491.3,232
01-Jan-83,2,1.9,0.3,491.3,
02-Jan-83,1.88,2.2,0.4,491.31,
03-Jan-83,1.7,1.8,0.3,491.3,
04-Jan-83,1.78,2,0.2,491.26,
05-Jan-83,1.7,1.7,0.2,491.26,
06-Jan-83,1.66,1.9,0.2,491.27,
07-Jan-83,1.64,1.7,0.1,491.26,
08-Jan-83,1.44,1.5,0.1,491.26,
09-Jan-83,1.44,1.6,0.1,491.26,
10-Jan-83,1.36,1.4,0.1,491.26,
11-Jan-83,1.32,1.4,0.1,491.27,
12-Jan-83,1.3,1.8,0.1,491.26,
13-Jan-83,1.4,2,0.9,491.36,
14-Jan-83,1.4,1.3,0.9,491.36,
15-Jan-83,1.28,1.5,0.8,491.35,
16-Jan-83,1.24,1.6,0.7,491.34,
17-Jan-83,1.16,1.3,0.7,491.34,
18-Jan-83,1.1,1.4,0.4,491.31,
19-Jan-83,0.94,1.1,0.4,491.32,
20-Jan-83,0.96,1.1,0.4,491.31,
21-Jan-83,0.94,1,0.4,491.31,
22-Jan-83,0.96,1,0.4,491.31,
23-Jan-83,0.9,1.1,0.3,491.31,
24-Jan-83,1.06,1.4,0.4,491.31,
25-Jan-83,0.88,1.1,0.4,491.31,
26-Jan-83,0.74,1.3,0.4,491.31,
27-Jan-83,0.76,1.3,0.4,491.31,
28-Jan-83,0.76,1.4,0.3,491.3,
29-Jan-83,0.74,1.2,0.3,491.3,
30-Jan-83,0.66,1.3,0.3,491.3,
31-Jan-83,0.64,1.3,0.4,491.31,
01-Feb-83,0.44,0.8,0,491.31,
02-Feb-83,0.42,0.7,0,491.3,
03-Feb-83,0.4,0.7,0,491.3,
04-Feb-83,0.46,0.8,0,491.29,
05-Feb-83,0.42,0.6,0,491.29,
06-Feb-83,0.44,0.7,0,491.29,
07-Feb-83,0.42,0.6,0,491.29,
08-Feb-83,0.38,0.7,0,491.29,
09-Feb-83,0.4,0.7,0,491.3,
10-Feb-83,0.44,0.8,0,491.29,
11-Feb-83,0.36,0.7,0,491.3,
12-Feb-83,0.36,0.7,0,491.29,
13-Feb-83,0.38,0.7,0,491.28,
14-Feb-83,0.36,0.8,0,491.28,
15-Feb-83,0.42,0.7,0,491.29,
16-Feb-83,0.46,0.5,0,491.28,
17-Feb-83,0.66,0.5,0,491.3,
18-Feb-83,0.58,0.5,0,491.27,
19-Feb-83,0.48,0.5,0,491.26,
20-Feb-83,0.74,0.5,0,491.27,
21-Feb-83,2.44,0.7,0,491.28,
