Daily River Authority trends for Gummanur from 01-Jan-1980 to 31-Dec-1985,,,,,
,,,,,
Dates,Last 10 Year Average (Flow in cumecs),Last Year (Flow in cumecs),Current Year (Flow in cumecs),Level (m),
01-Apr-80,0.1,0.1,0.1,490.8,
02-Apr-80,0.45,0.1,0.8,490.85,
03-Apr-80,0.15,0.1,0.2,490.81,
04-Apr-80,0.3,0.1,0.5,490.83,
05-Apr-80,0.15,0.1,0.2,490.82,
06-Apr-80,0.7,0.1,1.3,490.88,
07-Apr-80,0.45,0.1,0.8,490.85,
08-Apr-80,0.35,0.1,0.6,490.84,
09-Apr-80,0.4,0.1,0.7,490.85,
10-Apr-80,0.25,0.1,0.4,490.82,
11-Apr-80,0.2,0,0.4,490.82,
12-Apr-80,0.2,0,0.4,490.81,
13-Apr-80,0.1,0,0.2,490.8,
14-Apr-80,0.15,0,0.3,490.79,
15-Apr-80,0.1,0,0.2,490.79,
16-Apr-80,0.1,0,0.2,490.8,
17-Apr-80,0.2,0.2,0.2,490.8,
18-Apr-80,0.65,1.1,0.2,490.81,
19-Apr-80,0.5,0.8,0.2,490.8,
20-Apr-80,0.4,0.6,0.2,490.8,
21-Apr-80,0.25,0.4,0.1,490.79,
22-Apr-80,0.55,0.7,0.4,490.81,
23-Apr-80,0.4,0.6,0.2,490.79,
24-Apr-80,0.3,0.5,0.1,490.78,
25-Apr-80,0.25,0.4,0.1,490.79,
26-Apr-80,0.3,0.4,0.2,490.8,
27-Apr-80,0.3,0.4,0.2,490.8,
28-Apr-80,0.35,0.3,0.4,490.82,
29-Apr-80,0.35,0.4,0.3,490.81,
30-Apr-80,0.25,0.3,0.2,490.8,
01-May-80,0.25,0.4,0.1,490.8,
02-May-80,0.55,0.7,0.4,490.81,
03-May-80,0.85,1.3,0.4,490.81,
04-May-80,0.45,0.6,0.3,490.81,
05-May-80,0.75,1.2,0.3,490.8,
06-May-80,0.6,0.8,0.4,490.81,
07-May-80,0.7,0.5,0.9,490.86,
08-May-80,0.45,0.5,0.4,490.81,
09-May-80,0.4,0.5,0.3,490.8,
10-May-80,0.5,0.5,0.5,490.82,
11-May-80,1.05,0.5,1.6,490.88,
12-May-80,2.2,0.5,3.9,490.96,
13-May-80,3.25,1.2,5.3,490.98,
14-May-80,1.45,1.3,1.6,490.88,
15-May-80,0.95,0.7,1.2,490.86,
16-May-80,1.3,0.6,2,490.9,
17-May-80,1.2,0.5,1.9,490.9,
18-May-80,1.2,0.3,2.1,490.9,
19-May-80,0.95,0.2,1.7,490.88,
20-May-80,0.8,0.2,1.4,490.9,
21-May-80,0.8,0.2,1.4,490.9,
22-May-80,0.6,0.1,1.1,490.86,
23-May-80,0.4,0.1,0.7,490.84,
24-May-80,0.3,0.1,0.5,490.82,
25-May-80,0.15,0.1,0.2,490.8,
26-May-80,0.15,0.1,0.2,490.79,
27-May-80,0.1,0.1,0.1,490.77,
28-May-80,0.1,0.1,0.1,490.8,
29-May-80,9.75,0.1,19.4,491.16,
30-May-80,1.05,0.1,2,490.93,
31-May-80,4.2,5,3.4,490.94,
01-Jun-80,5.7,1.6,9.8,491.12,
02-Jun-80,2.75,0.9,4.6,491,
03-Jun-80,3.75,5,2.5,490.96,
04-Jun-80,2.1,2.2,2,490.95,
05-Jun-80,2,2.3,1.7,490.94,
06-Jun-80,1.95,1.5,2.4,490.96,
07-Jun-80,4.35,6.2,2.5,490.97,
08-Jun-80,4.55,6.6,2.5,490.97,
09-Jun-80,2.15,2.4,1.9,490.92,
10-Jun-80,3.5,5.5,1.5,490.9,
11-Jun-80,1.2,1.2,1.2,490.89,
12-Jun-80,1.3,1.2,1.4,490.89,
13-Jun-80,3.15,4.7,1.6,490.89,
14-Jun-80,2.9,4.7,1.1,490.89,
15-Jun-80,7,13.3,0.7,490.89,
16-Jun-80,5,8.9,1.1,490.92,
17-Jun-80,6.5,13,0,490.9,
18-Jun-80,4.7,8.5,0.9,490.89,
19-Jun-80,2.7,4.5,0.9,490.9,
20-Jun-80,2.4,4,0.8,490.9,
21-Jun-80,1.15,1.5,0.8,490.89,
22-Jun-80,1.15,1.4,0.9,490.9,
23-Jun-80,1.25,1.7,0.8,490.89,
24-Jun-80,2.6,4.3,0.9,490.89,
25-Jun-80,2.45,4.1,0.8,490.89,
26-Jun-80,2.15,3.5,0.8,490.89,
27-Jun-80,1.1,1.4,0.8,490.89,
28-Jun-80,0.85,1.3,0.4,490.89,
29-Jun-80,0.4,0.1,0.7,490.88,
30-Jun-80,0.55,0.7,0.4,490.88,
01-Jul-80,0.6,1,0.2,490.85,
02-Jul-80,0.4,0.5,0.3,490.85,
03-Jul-80,0.3,0.4,0.2,490.85,
04-Jul-80,0.3,0.4,0.2,490.85,
05-Jul-80,0.25,0.3,0.2,490.84,
06-Jul-80,0.25,0.3,0.2,490.84,
07-Jul-80,0.15,0.2,0.1,490.84,
08-Jul-80,0.1,0.1,0.1,490.85,
09-Jul-80,0.2,0.3,0.1,490.85,
10-Jul-80,0.1,0.1,0.1,490.83,
11-Jul-80,0.1,0.1,0.1,490.83,
12-Jul-80,0.1,0.1,0.1,490.83,
13-Jul-80,0.1,0.1,0.1,490.83,
14-Jul-80,0.1,0.1,0.1,490.84,
15-Jul-80,0.45,0.8,0.1,490.84,
16-Jul-80,0.1,0.1,0.1,490.85,
17-Jul-80,0.1,0.1,0.1,490.84,
18-Jul-80,0.1,0.1,0.1,490.84,
19-Jul-80,0.05,0,0.1,490.84,
20-Jul-80,0.05,0,0.1,490.84,
21-Jul-80,0.05,0,0.1,490.83,
22-Jul-80,0.05,0,0.1,490.83,
23-Jul-80,2.1,0.7,3.5,491,
24-Jul-80,13.35,24,2.7,490.98,
25-Jul-80,11.55,20.5,2.6,490.95,
26-Jul-80,13.15,24,2.3,490.96,
27-Jul-80,9,16,2,490.95,
28-Jul-80,6.45,11.5,1.4,490.94,
29-Jul-80,5.2,8.8,1.6,490.94,
30-Jul-80,4.15,7,1.3,490.92,
31-Jul-80,4.25,6.9,1.6,490.95,
01-Aug-80,3.7,6,1.4,490.95,
02-Aug-80,4,6.5,1.5,490.95,
03-Aug-80,4.3,6.8,1.8,490.94,
04-Aug-80,1.65,1.9,1.4,490.94,
05-Aug-80,3,4.4,1.6,490.95,
06-Aug-80,1.65,1.2,2.1,490.95,
07-Aug-80,2.7,4.5,0.9,490.92,
08-Aug-80,2.6,4.5,0.7,490.9,
09-Aug-80,2.45,4.1,0.8,490.89,
10-Aug-80,2.4,4,0.8,490.89,
11-Aug-80,2,3.4,0.6,490.88,
12-Aug-80,1.65,3,0.3,490.86,
13-Aug-80,0.25,0.3,0.2,490.85,
14-Aug-80,1.1,0.1,2.1,490.95,
15-Aug-80,1.25,1,1.5,490.93,
16-Aug-80,0.6,0.1,1.1,490.91,
17-Aug-80,0.75,0.1,1.4,490.93,
18-Aug-80,0.3,0,0.6,490.91,
19-Aug-80,0.65,0.7,0.6,490.9,
20-Aug-80,0.3,0,0.6,490.91,
21-Aug-80,0.65,0.1,1.2,490.94,
22-Aug-80,0.95,0.2,1.7,490.96,
23-Aug-80,0.9,0,1.8,490.96,
24-Aug-80,0.75,0,1.5,490.93,
25-Aug-80,0.35,0.1,0.6,490.9,
26-Aug-80,0.75,0.8,0.7,490.9,
27-Aug-80,0.15,0,0.3,490.88,
28-Aug-80,4.6,9,0.2,490.86,
29-Aug-80,3.05,6,0.1,490.84,
30-Aug-80,3.6,6.5,0.7,490.89,
31-Aug-80,4.2,8,0.4,490.87,
01-Sep-80,2.7,8,0.1,490.85,
02-Sep-80,1.633333333,4.8,0.1,490.84,
03-Sep-80,1.633333333,4.8,0.1,490.82,
04-Sep-80,8.4,25,0.2,490.85,
05-Sep-80,7.4,22,0.2,490.85,
06-Sep-80,14.46666667,43,0.4,490.87,
07-Sep-80,6.1,18,0.3,490.86,
08-Sep-80,28.36666667,85,0.1,490.86,
09-Sep-80,26.53333333,79,0.6,490.88,
10-Sep-80,25.4,76,0.2,490.85,
11-Sep-80,59.7,179,0.1,490.84,
12-Sep-80,17.43333333,52,0.3,490.86,
13-Sep-80,44.86666667,134,0.6,490.88,
14-Sep-80,26.43333333,79,0.3,490.86,
15-Sep-80,31,93,0,490.82,
16-Sep-80,22.36666667,67,0.1,490.82,
17-Sep-80,23.36666667,70,0.1,490.83,
18-Sep-80,22.53333333,67.5,0.1,490.83,
19-Sep-80,31.7,95,0.1,490.83,
20-Sep-80,40.53333333,119,0.1,490.84,
21-Sep-80,21.53333333,53.4,0.1,490.82,
22-Sep-80,37.83333333,82,18.5,491.24,
23-Sep-80,39.43333333,88.3,17,491.22,
24-Sep-80,30.33333333,63.7,11.8,491.15,
25-Sep-80,21.43333333,48.6,7,491.08,
26-Sep-80,18.63333333,37,3.9,491.01,
27-Sep-80,54.43333333,34.3,6,491.06,
28-Sep-80,35.43333333,29.2,5.1,491.04,
29-Sep-80,12.13333333,26.2,4.7,491.03,
30-Sep-80,22.16666667,23.6,6,491.06,
01-Oct-80,31.6,20.2,19.6,491.25,
02-Oct-80,28.86666667,12.5,24.2,491.31,
03-Oct-80,25.26666667,16.2,31.6,491.38,
04-Oct-80,20.4,15.2,21.5,491.27,
05-Oct-80,24.16666667,43.9,16.5,491.2,
06-Oct-80,26.3,54,15,491.17,
07-Oct-80,29.36666667,69,9.8,491.1,
08-Oct-80,37.4,98.8,7.4,491.06,
09-Oct-80,29.06666667,77.6,4.6,491,
10-Oct-80,40.46666667,98,4.7,491,
11-Oct-80,47.46666667,111,13.4,491.15,
12-Oct-80,33.53333333,71.4,11.2,491.14,
13-Oct-80,25.96666667,43,5.3,491.05,
14-Oct-80,21.4,27,2.8,490.98,
15-Oct-80,17.26666667,34.6,2.2,490.96,
16-Oct-80,12.63333333,24.4,2,490.95,
17-Oct-80,8.233333333,15.5,2.7,490.98,
18-Oct-80,19.56666667,8.8,1.9,490.94,
19-Oct-80,14.46666667,10.2,1.1,490.91,
20-Oct-80,10.36666667,7.4,2.7,490.89,
21-Oct-80,9.9,6.9,0.5,490.88,
22-Oct-80,7.566666667,7.3,0.9,490.9,
23-Oct-80,10.76666667,6,13.7,491.18,
24-Oct-80,10.43333333,8,14.2,491.19,
25-Oct-80,9.633333333,7,11.5,491.15,
26-Oct-80,8.666666667,6.6,9.3,491.1,
27-Oct-80,11.93333333,6.3,6.1,491.08,
28-Oct-80,10.7,9,6,491.04,
29-Oct-80,7.266666667,7.8,5,491.02,
30-Oct-80,6.2,8.1,4,491,
31-Oct-80,6.633333333,5.7,3.3,490.99,
01-Nov-80,6.1,5.5,1.6,490.92,
02-Nov-80,4.8,5.3,1.9,490.94,
03-Nov-80,4.733333333,6,1.2,490.88,
04-Nov-80,6.366666667,8.8,1.1,490.88,
05-Nov-80,9.3,8.2,0.7,490.88,
06-Nov-80,17.26666667,9.3,0.7,490.87,
07-Nov-80,25.73333333,10.7,0.5,490.86,
08-Nov-80,16.66666667,8.7,0.5,490.87,
09-Nov-80,12.83333333,6.6,0.4,490.86,
10-Nov-80,8.833333333,5.9,0.3,490.86,
11-Nov-80,7.8,6.6,0.4,490.86,
12-Nov-80,6.166666667,6.1,0.9,490.89,
13-Nov-80,7.8,8.1,6.1,491.06,
14-Nov-80,11.9,16.8,9,491.12,
15-Nov-80,10.53333333,13.5,9.6,491.13,
16-Nov-80,9.6,12.3,8.8,491.13,
17-Nov-80,9.233333333,11.9,8.5,491.1,
18-Nov-80,10.4,14.4,9,491.14,
19-Nov-80,64,171,14,491.21,
20-Nov-80,31.86666667,78.5,9,491.12,
21-Nov-80,30.33333333,80.2,6.7,491.09,
22-Nov-80,24.9,63.6,6.9,491.07,
23-Nov-80,21.43333333,54.4,5.7,491.06,
24-Nov-80,22.13333333,56.5,5.8,491.06,
25-Nov-80,18.56666667,43,4.8,491.05,
26-Nov-80,18.63333333,43.2,4.2,491.04,
27-Nov-80,22.63333333,57.1,4.7,491.05,
28-Nov-80,23.2,61.5,3,491,
29-Nov-80,16.73333333,42.6,2.3,491,
30-Nov-80,12.46666667,30.7,2.4,491,
01-Dec-80,11.16666667,27.4,1.7,491,
02-Dec-80,10.46666667,24.5,1.7,491,
03-Dec-80,9.233333333,22.2,1.4,490.99,
04-Dec-80,8.933333333,20.1,1.4,490.99,
05-Dec-80,8.566666667,18.2,2.4,491.01,
06-Dec-80,8.733333333,18.4,2.2,491,
07-Dec-80,7.8,16.9,1.6,490.99,
08-Dec-80,7.533333333,14.5,2.4,491,
09-Dec-80,6.8,12.3,2.2,491,
10-Dec-80,6.466666667,12.6,1.5,490.99,
11-Dec-80,5.433333333,9.7,1.6,490.98,
12-Dec-80,5.166666667,9.3,1.5,490.99,
13-Dec-80,5.3,10.1,1.6,490.99,
14-Dec-80,5.133333333,9.8,1.4,490.98,
15-Dec-80,5.033333333,9,1.5,490.97,
16-Dec-80,5.1,9.7,1.2,490.97,
17-Dec-80,4.366666667,8.8,1.2,490.96,
18-Dec-80,4.066666667,7.9,1.2,490.96,
19-Dec-80,4.466666667,7.7,1.3,490.96,
20-Dec-80,3.833333333,7,1.1,490.95,
21-Dec-80,3.6,6.8,1,490.95,
22-Dec-80,2.633333333,5,0.9,490.95,
23-Dec-80,2.9,4.8,1,490.95,
24-Dec-80,2.633333333,4.5,1,490.96,
25-Dec-80,2.7,5.5,0.9,490.96,
26-Dec-80,2.733333333,4.8,1,490.96,
27-Dec-80,2.833333333,4.4,1,490.96,
28-Dec-80,3.133333333,4.6,1,490.95,
29-Dec-80,2.966666667,4,0.8,490.95,
30-Dec-80,2.966666667,4.3,0.7,490.94,
31-Dec-80,2.733333333,3.9,0.5,490.93,31.6
01-Jan-81,2.6,3.8,0.7,490.95,
02-Jan-81,2.266666667,3.5,0.3,490.92,
03-Jan-81,2.133333333,3.1,0.3,490.91,
04-Jan-81,2.233333333,3.5,0.3,490.92,
05-Jan-81,2.2,3.9,0.3,490.91,
06-Jan-81,2.066666667,3.9,0.2,490.93,
07-Jan-81,2.133333333,4.7,0.2,490.92,
08-Jan-81,1.866666667,3.4,0.2,490.92,
09-Jan-81,1.833333333,3.4,0.2,490.92,
10-Jan-81,1.766666667,3.2,0.2,490.91,
11-Jan-81,1.7,3.2,0.2,490.92,
12-Jan-81,1.533333333,3,0.2,490.91,
13-Jan-81,1.366666667,2.2,0.2,490.92,
14-Jan-81,1.6,2.3,0.2,490.91,
15-Jan-81,1.366666667,2.3,0.2,490.91,
16-Jan-81,1.3,2.2,0.2,490.93,
17-Jan-81,1.266666667,2.1,0.3,490.93,
18-Jan-81,1.233333333,2.2,0.3,490.93,
19-Jan-81,1.066666667,1.7,0.3,490.92,
20-Jan-81,1.1,2,0.2,490.91,
21-Jan-81,1.1,1.9,0.2,490.91,
22-Jan-81,1.133333333,2.2,0.2,490.9,
23-Jan-81,1.033333333,1.8,0.2,490.9,
24-Jan-81,1.166666667,2.3,0.1,490.89,
25-Jan-81,0.966666667,1.6,0.1,490.9,
26-Jan-81,0.666666667,1.2,0.1,490.88,
27-Jan-81,0.7,1.2,0.2,490.94,
28-Jan-81,0.7,1.2,0.2,490.94,
29-Jan-81,0.733333333,1.3,0.2,490.94,
30-Jan-81,0.566666667,1.1,0.1,490.9,
31-Jan-81,0.5,1.1,0.1,490.89,
01-Feb-81,0.466666667,1,0.1,490.9,
02-Feb-81,0.466666667,1,0.1,490.89,
03-Feb-81,0.433333333,0.8,0.1,490.9,
04-Feb-81,0.5,1,0.1,490.9,
05-Feb-81,0.5,1,0.1,490.92,
06-Feb-81,0.5,1.1,0.1,490.9,
07-Feb-81,0.5,1,0.1,490.89,
08-Feb-81,0.4,0.8,0.1,490.9,
09-Feb-81,0.433333333,0.9,0.1,490.92,
10-Feb-81,0.466666667,1,0.1,490.91,
11-Feb-81,0.366666667,0.7,0.1,490.93,
12-Feb-81,0.366666667,0.8,0.1,490.92,
13-Feb-81,0.4,0.7,0.1,490.92,
14-Feb-81,0.333333333,0.6,0.1,490.92,
15-Feb-81,0.466666667,0.8,0.1,490.9,
16-Feb-81,0.6,0.7,0.1,490.89,
17-Feb-81,0.933333333,1.9,0.1,490.9,
18-Feb-81,0.8,1,0.1,490.89,
19-Feb-81,0.633333333,0.7,0,490.85,
20-Feb-81,1.066666667,1,0,490.86,
21-Feb-81,3.833333333,1,0.1,490.86,
22-Feb-81,5.3,1,0.1,490.86,
23-Feb-81,3.166666667,0.7,0,490.85,
24-Feb-81,3,1,0,490.86,
25-Feb-81,3.566666667,0.5,0,490.85,
26-Feb-81,1.833333333,0.5,0,490.85,
27-Feb-81,1.733333333,0.4,0,490.84,
28-Feb-81,1.3,0.4,0,490.85,
01-Mar-81,1.166666667,0.3,0,490.83,
02-Mar-81,0.866666667,0.3,0,490.84,
03-Mar-81,1.3,1.6,0,490.84,
04-Mar-81,1.2,1.4,0,490.84,
05-Mar-81,0.933333333,1.1,0,490.85,
06-Mar-81,0.8,0.9,0,490.84,
07-Mar-81,0.566666667,0.8,0,490.84,
08-Mar-81,0.533333333,0.8,0,490.83,
09-Mar-81,0.566666667,1,0,490.82,
10-Mar-81,0.366666667,0.5,0,490.81,
11-Mar-81,0.233333333,0.4,0,490.8,
12-Mar-81,0.466666667,0.8,0,490.79,
13-Mar-81,0.466666667,0.7,0.3,490.88,
14-Mar-81,0.6,1.3,0.1,490.83,
15-Mar-81,0.333333333,0.6,0,490.81,
16-Mar-81,0.333333333,0.6,0,490.81,
17-Mar-81,0.266666667,0.5,0,490.82,
18-Mar-81,0.233333333,0.4,0,490.81,
19-Mar-81,0.166666667,0.3,0,490.81,
20-Mar-81,0.133333333,0.2,0,490.81,
21-Mar-81,0.1,0.1,0,490.81,
22-Mar-81,0.133333333,0.2,0,490.81,
23-Mar-81,0.1,0.1,0,490.81,
24-Mar-81,0.133333333,0.1,0,490.8,
25-Mar-81,0.1,0.1,0,490.8,
26-Mar-81,0.1,0.1,0,490.9,
27-Mar-81,0.1,0.1,0,490.8,
28-Mar-81,0.1,0.1,0,490.8,
29-Mar-81,0.133333333,0.2,0,490.8,
30-Mar-81,0.066666667,0.1,0,490.8,
31-Mar-81,0.066666667,0.1,0,490.8,
01-Apr-81,0.066666667,0.1,0,490.79,
02-Apr-81,0.3,0.8,0,490.78,
03-Apr-81,0.1,0.2,0,490.8,
04-Apr-81,0.2,0.5,0,490.8,
05-Apr-81,0.1,0.2,0,490.8,
06-Apr-81,0.466666667,1.3,0,490.79,
07-Apr-81,0.3,0.8,0,490.8,
08-Apr-81,0.233333333,0.6,0,490.79,
09-Apr-81,0.266666667,0.7,0,490.79,
10-Apr-81,0.166666667,0.4,0,490.8,
11-Apr-81,0.133333333,0.4,0,490.8,
12-Apr-81,0.133333333,0.4,0,490.8,
13-Apr-81,0.066666667,0.2,0,490.81,
14-Apr-81,0.1,0.3,0,490.79,
15-Apr-81,0.066666667,0.2,0,490.8,
16-Apr-81,0.066666667,0.2,0,490.81,
17-Apr-81,0.133333333,0.2,0,490.81,
18-Apr-81,0.533333333,0.2,0.3,490.94,
19-Apr-81,0.366666667,0.2,0.1,490.85,
20-Apr-81,0.666666667,0.2,1.2,490.93,
21-Apr-81,0.233333333,0.1,0.2,490.85,
22-Apr-81,0.4,0.4,0.1,490.83,
23-Apr-81,0.333333333,0.2,0.2,490.85,
24-Apr-81,0.2,0.1,0,490.81,
25-Apr-81,0.233333333,0.1,0.2,490.83,
26-Apr-81,0.2,0.2,0,490.79,
27-Apr-81,0.2,0.2,0,490.81,
28-Apr-81,0.233333333,0.4,0,490.81,
29-Apr-81,0.233333333,0.3,0,490.8,
30-Apr-81,0.166666667,0.2,0,490.79,
01-May-81,0.166666667,0.1,0,490.79,
02-May-81,0.366666667,0.4,0,490.81,
03-May-81,0.566666667,0.4,0,490.8,
04-May-81,0.3,0.3,0,490.79,
05-May-81,0.5,0.3,0,490.79,
06-May-81,0.4,0.4,0,490.79,
07-May-81,1.566666667,0.9,3.3,491.05,
08-May-81,0.466666667,0.4,0.5,490.9,
09-May-81,0.633333333,0.3,1.1,490.98,
10-May-81,0.4,0.5,0.2,490.87,
11-May-81,0.933333333,1.6,0.7,490.93,
12-May-81,1.666666667,3.9,0.6,490.89,
13-May-81,2.233333333,5.3,0.2,490.85,
14-May-81,1.033333333,1.6,0.2,490.83,
15-May-81,0.666666667,1.2,0.1,490.82,
16-May-81,0.933333333,2,0.2,490.85,
17-May-81,0.8,1.9,0,490.83,
18-May-81,0.8,2.1,0,490.82,
19-May-81,0.633333333,1.7,0,490.8,
20-May-81,0.533333333,1.4,0,490.82,
21-May-81,0.533333333,1.4,0,490.78,
22-May-81,0.4,1.1,0,490.83,
23-May-81,0.266666667,0.7,0,490.8,
24-May-81,0.2,0.5,0,490.79,
25-May-81,0.1,0.2,0,490.78,
26-May-81,0.1,0.2,0,490.77,
27-May-81,0.066666667,0.1,0,490.81,
28-May-81,0.066666667,0.1,0,490.8,
29-May-81,7.2,19.4,2.1,491.02,
30-May-81,1.1,2,1.2,490.96,
31-May-81,3.5,3.4,2.1,491.01,
01-Jun-81,3.966666667,9.8,0.5,490.89,
02-Jun-81,1.933333333,4.6,0.3,490.83,
03-Jun-81,2.566666667,2.5,0.2,490.85,
04-Jun-81,1.466666667,2,0.2,490.82,
05-Jun-81,1.4,1.7,0.2,490.83,
06-Jun-81,1.366666667,2.4,0.2,490.82,
07-Jun-81,2.933333333,2.5,0.1,490.81,
08-Jun-81,3.066666667,2.5,0.1,490.8,
09-Jun-81,1.833333333,1.9,1.2,490.94,
10-Jun-81,2.4,1.5,0.2,490.83,
11-Jun-81,0.833333333,1.2,0.1,490.81,
12-Jun-81,0.9,1.4,0.1,490.81,
13-Jun-81,2.133333333,1.6,0.1,490.81,
14-Jun-81,1.933333333,1.1,0,490.8,
15-Jun-81,4.666666667,0.7,0,490.79,
16-Jun-81,3.333333333,1.1,0,490.78,
17-Jun-81,4.333333333,0,0,490.77,
18-Jun-81,3.133333333,0.9,0,490.77,
19-Jun-81,1.8,0.9,0,490.78,
20-Jun-81,1.6,0.8,0,490.77,
21-Jun-81,0.766666667,0.8,0,490.78,
22-Jun-81,0.766666667,0.9,0,490.77,
23-Jun-81,0.833333333,0.8,0,490.77,
24-Jun-81,1.733333333,0.9,0,490.77,
25-Jun-81,1.633333333,0.8,0,490.77,
26-Jun-81,1.433333333,0.8,0,490.77,
27-Jun-81,0.733333333,0.8,0,490.77,
28-Jun-81,0.566666667,0.4,0,490.77,
29-Jun-81,0.266666667,0.7,0,490.78,
30-Jun-81,0.366666667,0.4,0,490.79,
01-Jul-81,0.4,0.2,0,490.77,
02-Jul-81,0.266666667,0.3,0,490.77,
03-Jul-81,0.2,0.2,0,490.77,
04-Jul-81,0.2,0.2,0,490.77,
05-Jul-81,0.166666667,0.2,0,490.77,
06-Jul-81,0.166666667,0.2,0,490.78,
07-Jul-81,0.1,0.1,0,490.78,
08-Jul-81,0.066666667,0.1,0,490.78,
09-Jul-81,0.133333333,0.1,0,490.77,
10-Jul-81,0.066666667,0.1,0,490.77,
11-Jul-81,0.066666667,0.1,0,490.78,
12-Jul-81,0.066666667,0.1,0,490.77,
13-Jul-81,0.066666667,0.1,0,490.77,
